,DESCRIPTION,CITY
5983,2 men were commenting and taking pictures of me at the mall.,Mumbai
5984,A man was making faces and calling names at a girl in the bus.,Mumbai
5985,A man shouted out to his friends about my appearance while I was going to the market.,Pune
5986,A man touched my knees in a very bad manner,Mumbai
5987,"A woman was touched inappropriately by a man sitting next to her in the bus and when she reacted, he was thrown out of the bus and sent to the police station.",Mumbai
5988,A man pulled a woman into my building and was touching her in wrong places,Mumbai
5989,A few guys were looking at me and singing songs while I was  on my way ti the market.,Mumbai
5990,"In the class, a boy tried to touch me inappropriately.",Mumbai
5991,A man started commenting when I was on the street with my friends,Mumbai
5992,"While I was getting into a crowded bus, a man groped my chest.",Mumbai
5993,Guys were commenting and staring at girls.,Mumbai
5994,A few men were whistling and following girls who were wearing short dresses.,Mumbai
5995,My friend and I were in the lift and a man was touching us.,Mumbai
5996,A man started teasing me while I was in the bus on my way to school,Mumbai
5997,2 men started passing comments as I passed.,Mumbai
5998,Harrassment and inappropriate behaviour by men who conduct rides on the beach.,Goa
5999,My friend and I were at the bus stop when a old man flashed his genitals at us and walked off as though nothing happened.,Mumbai
6000,2 boys started commenting about me loudly on the train.,Mumbai
6001,A man touched my aunt from behind when she went out shopping.,Mumbai
6002,"While I was in the train, a man came from behind and started touching me. My father hit him.",Mumbai
6003,"As I got off a train, a man passing felt my thighs.",Mumbai
6004,My friend and I went out for dinner when a man came up to us and started passing nasty comments about my friend.,no_city
6005,A man started commenting to his friends about me while i was passing by.,Mumbai
6006,"After shopping, while walking on the street, a bunch of teens were standing and whistling while I was passing and started calling me.",Mumbai
6007,I was on the street with my friends when a bunch of guys were commenting and even took pictures,Mumbai
6008,I was on my way to college when a boy started whistling and commenting,Mumbai
6009,I went out shopping with a group and some boys started teasing us.,Mumbai
6010,I was in school with my friends when this person started eveteasing us.,Mumbai
6011,I was on a bus with some friends when a person started commenting on us.,Mumbai
6012,My friend was raped by her tuition teacher.,Mumbai
6013,I was with my friends in the park and a guy comes up to my friend and calls her names and asks if he wants to be friends with her and we got very scared.,Mumbai
6014,My swimming coach touched me inapropriately while I was learning how to swim.,Mumbai
6015,I used to be touched everytime I stood up in class to answer a question.,Mumbai
6016,I was molested by a teacher after class,Mumbai
6017,I was molested by a teacher.,Mumbai
6018,Some guys started whistling and commenting on me as I went to the bus stop.,Mumbai
6019,A man passed several comments on my appearance in the bus and stared at me continuously.,Mumbai
6020,Singing songs and whistling.,Mumbai
6021,A man forcefully pressed himself n a woman's breasts in a crowd bus.,Mumbai
6022,A girl was passing and a group of guys were passing comments on her appearence.,Mumbai
6023,At night when I was sleeping,Mumbai
6024,A man was continuously whistling and passing comments as I was walking,Mumbai
6025,My friend was raped by her tuition teacher.,Mumbai
6026,"A man tried to touch me weirdly, i shouted at him and he ran away.",Mumbai
6027,A group of guys started singing songs and whistling as a friend and I were walking back home from tuitions,Mumbai
6028,A group of guys started singing songs and whistling as a friend and I were walking back home from tuitions,Mumbai
6029,I was with my friends when a person started commenting on us.,Mumbai
6030,"On a road trip, a man took pictures of me when our vehicle was at a halt.",Mumbai
6031,2-3 boys passed comments about me while I was walking on the road.,Mumbai
6032,A group of guys were making faces at me and my friends.,Mumbai
6033,"on my way to school, one guy in his late teens was whistling. he was alone.",Mumbai
6034,"This incident happened to my friend when she was going to her aunty's place, at the bus stop.",Mumbai
6035,"While walkingon the street, some boy commented on me.",Mumbai
6036,This happened when i was on my way back home from school,no_city
6037,I was on my way home from school,no_city
6038,A man felt me with his private parts from behind.,no_city
6039,"A man touched a girl's hand and when she moved it away, he caught her hand and was grinning.",Mumbai
6040,A man started whistling and commenting as my friend and I were walking on the streets.,Mumbai
6041,My friend was raped by her tuition teacher.,Mumbai
6042,Many boys comment on me while I walk on the streets.,Mumbai
6043,"A man came towards a girl and touched her hand and arm. The girl, being extremely confident walked off.",Mumbai
